CustomerID,CustomerName,JoinDate,Segment,AcquisitionChannel,Region,IsActive,ChurnDate,AnnualValue
C0360,Daniel Jackson,2021-12-15,SMB,Direct,London,True,,33974.3
C0361,Hall International,2021-11-24,Enterprise,Online,Scotland,True,,75585.02
C0362,George Nelson,2021-12-02,Consumer,Partner,Scotland,True,,2540.62
C0363,William Walker,2021-09-10,SMB,Referral,London,True,,13851.94
C0364,Chloe Lewis,2022-03-25,Consumer,Direct,Scotland,True,,4223.85
C0365,Jessica Harris,2021-12-14,Consumer,Online,London,True,,4053.0
C0366,Charlotte Walker,2021-11-02,Consumer,Online,Scotland,True,,4445.45
C0367,King Holdings,2023-08-20,Enterprise,Online,Scotland,True,,111326.76
C0368,Harry Scott,2022-02-11,SMB,Online,London,True,,18147.75
C0369,Harry Wright,2022-01-27,Consumer,Direct,London,True,,1121.31
C0370,Allen Ltd,2021-10-20,Enterprise,Direct,Scotland,True,,74110.7
C0371,Walker Corp,2021-06-12,Enterprise,Direct,London,True,,156740.87
C0372,Taylor Services,2021-11-27,Public Sector,Partner,Scotland,True,,34033.12
C0373,Alexander Davis,2021-05-07,SMB,Direct,London,True,,30709.71
C0374,Anderson Services,2023-01-23,Enterprise,Direct,London,True,,140954.51
C0375,Brown Corp,2022-11-17,Public Sector,Online,London,True,,135133.57
C0376,Jack Allen,2021-12-13,Consumer,Online,Scotland,True,,2573.24
C0377,Thomas Partners,2022-03-10,Enterprise,Direct,London,True,,193316.85
C0378,Anderson Solutions,2021-07-27,Enterprise,Partner,London,True,,192067.72
C0379,Wilson Holdings,2023-01-22,Public Sector,Online,London,True,,48719.47
C0380,Harris Holdings,2022-05-05,Public Sector,Online,Scotland,True,,104480.1
C0381,Johnson Partners,2022-08-07,Public Sector,Partner,Scotland,True,,87398.41
C0382,Benjamin Smith,2021-06-22,SMB,Referral,Scotland,True,,10472.8
C0383,Chloe Thomas,2022-02-21,Consumer,Referral,Scotland,True,,2146.66
C0384,Sophia Wright,2021-08-02,SMB,Online,London,True,,20797.96
C0385,Hannah Thomas,2021-09-15,SMB,Referral,London,True,,41413.32
C0386,George Anderson,2022-08-27,Consumer,Online,London,True,,2124.33
C0387,Miller Corp,2021-06-21,Public Sector,Referral,London,True,,72613.08
C0388,Isabella Young,2021-11-07,SMB,Online,Scotland,True,,42308.69
C0389,Charlotte King,2021-08-15,Consumer,Online,Scotland,True,,1703.63
C0390,Hannah King,2021-09-17,SMB,Referral,Scotland,True,,39989.59
C0391,Oliver Brown,2021-10-20,SMB,Direct,Scotland,False,2023-09-20,20498.09
C0392,Miller Ltd,2023-03-23,Public Sector,Referral,London,True,,34218.6
C0393,King Solutions,2022-12-10,Public Sector,Partner,London,True,,100899.71
C0394,Charlotte Moore,2022-11-06,Consumer,Partner,London,False,2022-12-11,2354.92
C0395,Scott International,2023-05-21,Enterprise,Partner,Scotland,True,,94941.58
C0396,Samuel Jackson,2022-08-24,Consumer,Online,Scotland,False,2022-11-02,4227.92
C0397,Olivia Davis,2022-03-07,SMB,Direct,Scotland,True,,44139.28
C0398,Isabella Brown,2022-10-03,SMB,Online,Scotland,False,2023-06-14,21284.58
C0399,Amelia Lee,2022-06-14,Consumer,Direct,London,False,2022-10-04,3636.21
C0400,David Smith,2021-09-07,Consumer,Events,London,True,,1048.83
C0401,Lily Jackson,2022-02-09,SMB,Partner,London,True,,37257.69
C0402,Sophie Allen,2022-03-14,SMB,Online,London,False,2023-07-01,18711.53
C0403,Chloe Jones,2021-04-26,SMB,Direct,London,False,2021-11-03,24855.95
C0404,Sophia Jones,2021-09-05,SMB,Online,London,True,,29513.72
C0405,Emma Harris,2021-02-19,Consumer,Online,London,True,,3679.82
C0406,Chloe Nelson,2022-04-25,SMB,Online,London,True,,44422.43
C0407,Hannah Miller,2021-11-21,SMB,Referral,Scotland,True,,45317.29
C0408,William Walker,2021-04-10,SMB,Online,London,True,,21325.16
C0409,Sophia Harris,2021-07-18,SMB,Direct,Scotland,False,2023-06-05,17664.67
C0410,Oliver Smith,2022-09-30,Consumer,Online,London,False,2023-07-08,4685.95
C0411,Baker Holdings,2022-02-04,Public Sector,Partner,London,True,,125309.95
C0412,Harry Davis,2022-05-15,Consumer,Online,Scotland,True,,1369.04
C0413,Emily Lee,2021-12-05,Consumer,Events,London,True,,3661.48
C0414,Nelson Holdings,2022-03-01,Enterprise,Partner,London,True,,185372.75
C0415,Lewis Services,2022-09-05,Public Sector,Partner,London,True,,75007.57
C0416,Benjamin Baker,2021-05-13,Consumer,Referral,London,True,,1741.81
C0417,Alexander Wilson,2021-07-26,Consumer,Events,London,True,,1548.47
C0418,Robinson Group,2022-02-14,Enterprise,Referral,Scotland,True,,139284.68
C0419,Olivia Nelson,2021-06-11,Consumer,Online,London,True,,4405.24
C0420,Emma Thomas,2021-03-06,SMB,Online,Scotland,False,2022-09-01,31597.19
C0421,Jessica Jackson,2023-05-05,Consumer,Direct,Scotland,True,,1166.06
C0422,Matthew Jones,2021-11-16,SMB,Online,London,True,,29236.9
C0423,Alexander Williams,2021-11-04,SMB,Online,London,True,,14501.19
C0424,David Green,2022-12-27,SMB,Direct,London,True,,27688.4
C0425,Nelson Solutions,2022-12-01,Enterprise,Partner,London,True,,180312.85
C0426,Davis Corp,2022-07-22,Enterprise,Online,London,True,,132320.01
C0427,Johnson Corp,2021-12-19,Public Sector,Online,Scotland,True,,54083.53
C0428,Amelia Hall,2021-04-16,SMB,Online,Scotland,True,,14315.66
C0429,Davis International,2022-02-02,Public Sector,Referral,Scotland,True,,97282.5
C0430,Moore Corp,2023-05-19,Enterprise,Events,London,True,,85430.71
C0431,William Thomas,2022-12-18,SMB,Partner,Scotland,True,,45887.01
C0432,Jones Partners,2022-10-19,Enterprise,Referral,Scotland,True,,195580.58
C0433,Charlotte King,2021-05-02,SMB,Online,London,True,,38205.46
C0434,Brown Solutions,2021-07-14,Enterprise,Events,Scotland,True,,97639.64
C0435,Joseph Young,2022-02-17,Consumer,Partner,Scotland,True,,4699.63
C0436,Mia Walker,2023-01-06,Consumer,Direct,London,True,,1544.82
C0437,Sophie Jackson,2021-12-05,SMB,Online,London,False,2022-07-20,29657.82
C0438,Henry Scott,2023-07-01,SMB,Referral,Scotland,True,,18182.48
C0439,Baker Partners,2022-02-16,Public Sector,Referral,Scotland,True,,116424.11
C0440,Adams Services,2022-07-04,Public Sector,Online,London,True,,92244.32
C0441,Charlotte Scott,2022-09-21,Consumer,Online,London,True,,4224.29
C0442,Hannah Clark,2021-10-06,SMB,Online,London,True,,14526.86
C0443,King Services,2022-07-22,Public Sector,Online,London,True,,135905.81
C0444,Samuel Moore,2022-04-06,SMB,Online,Scotland,True,,13412.26
C0445,George Robinson,2022-07-05,Consumer,Events,Scotland,True,,4420.87
C0446,Taylor Solutions,2021-03-22,Enterprise,Direct,Scotland,True,,67633.1
C0447,Joseph Harris,2022-01-28,SMB,Online,London,True,,19515.13
C0448,Grace Baker,2022-04-23,SMB,Referral,London,False,2022-10-21,43010.1
C0449,Williams Ltd,2021-03-20,Enterprise,Referral,London,True,,66333.15
C0450,Wright Holdings,2022-06-24,Enterprise,Referral,Scotland,True,,189721.97
C0451,William Brown,2021-05-10,SMB,Referral,London,True,,37784.78
C0452,Oliver Harris,2022-01-27,SMB,Online,Scotland,True,,38962.97
C0453,Lily Harris,2022-05-01,Consumer,Online,London,True,,4135.91
C0454,Henry Green,2021-04-22,SMB,Referral,London,True,,34612.32
C0455,Williams Corp,2021-07-16,Enterprise,Referral,Scotland,True,,95042.6
C0456,Lucy Allen,2022-06-28,Consumer,Direct,London,True,,2655.99
C0457,Johnson Corp,2021-09-19,Enterprise,Direct,London,True,,134741.4
C0458,George Jackson,2022-06-23,Consumer,Direct,London,True,,3319.3
C0459,Emma Anderson,2022-09-14,Consumer,Referral,London,True,,2362.41
C0460,Matthew Davis,2022-05-01,SMB,Online,Scotland,True,,46534.15
C0461,Scott Holdings,2021-06-20,Enterprise,Online,London,True,,71494.26
C0462,Daniel Brown,2021-08-02,Consumer,Events,Scotland,True,,518.49
C0463,Charlotte Smith,2022-02-13,Consumer,Online,London,True,,3099.02
C0464,Jones Solutions,2021-11-23,Public Sector,Referral,London,False,2023-09-21,62836.43
C0465,Charlotte Walker,2022-03-09,Consumer,Direct,London,True,,4515.09
C0466,King International,2021-10-12,Enterprise,Direct,Scotland,True,,142447.3
C0467,William Williams,2021-11-28,Consumer,Online,Scotland,True,,4157.83
C0468,Sophie Adams,2022-12-20,SMB,Online,Scotland,True,,34677.68
C0469,Lily Brown,2022-10-28,SMB,Online,Scotland,True,,24057.63
C0470,Thomas Group,2021-04-21,Enterprise,Partner,Scotland,True,,168864.64
C0471,David King,2022-06-09,SMB,Referral,Scotland,True,,33638.81
C0472,Alexander Baker,2022-07-08,SMB,Partner,London,True,,29465.21
C0473,David Walker,2022-05-25,SMB,Online,Scotland,True,,40853.74
C0474,Harry Walker,2023-04-28,SMB,Online,London,True,,33117.26
C0475,Emma Smith,2021-08-27,Consumer,Referral,London,True,,3665.09
C0476,Harry Jackson,2021-11-14,SMB,Partner,Scotland,True,,25262.6
C0477,James Jones,2022-08-13,Consumer,Online,London,True,,3746.03
C0478,Chloe Nelson,2022-07-05,SMB,Events,London,True,,27028.17
C0479,Sophie Wright,2021-11-04,SMB,Online,London,True,,19470.0
C0480,William Wright,2022-08-06,SMB,Online,London,True,,39251.73
C0481,Wright Group,2021-12-09,Public Sector,Partner,London,True,,112088.88
C0482,Alexander Wright,2022-04-27,Consumer,Online,Scotland,True,,1991.81
C0483,Anderson Ltd,2022-10-28,Public Sector,Referral,London,True,,105516.01
C0484,Thomas Jones,2022-12-25,Consumer,Online,London,True,,3271.09
C0485,Mia Harris,2022-12-25,SMB,Online,Scotland,True,,17232.37
C0486,Martin Partners,2021-11-09,Enterprise,Events,Scotland,True,,85692.12
C0487,Charlotte Harris,2022-06-15,Consumer,Direct,Scotland,True,,3857.68
C0488,Emily Johnson,2021-12-06,SMB,Referral,Scotland,True,,13894.57
C0489,Thomas Young,2022-10-18,SMB,Partner,Scotland,True,,33367.07
C0490,George Lewis,2022-06-21,Consumer,Direct,Scotland,False,2022-09-28,547.6
C0491,Smith Group,2022-05-31,Enterprise,Direct,London,True,,58532.29
C0492,Jackson Solutions,2022-02-20,Public Sector,Direct,London,True,,137520.2
C0493,Joseph Allen,2022-10-05,SMB,Online,Scotland,True,,40795.22
C0494,Anderson Solutions,2022-11-25,Enterprise,Direct,Scotland,True,,116086.22
C0495,Young Group,2021-10-30,Public Sector,Online,London,True,,139513.11
C0496,Allen Partners,2021-08-24,Enterprise,Direct,London,True,,89965.47
C0497,Lewis Services,2021-09-26,Public Sector,Online,London,True,,30396.88
C0498,Oliver Moore,2022-05-06,Consumer,Online,London,True,,2905.82
C0499,Davis Corp,2023-05-24,Enterprise,Online,Scotland,True,,154382.34
C0500,Hannah Robinson,2023-01-07,Consumer,Referral,London,True,,1573.18
C0501,Henry Green,2021-09-08,Consumer,Online,London,True,,3442.32
C0502,Harris Ltd,2023-05-18,Public Sector,Partner,London,True,,86546.36
C0503,Robinson Group,2021-12-07,Enterprise,Online,London,True,,172670.03
C0504,Emily Jackson,2022-04-27,SMB,Partner,London,True,,22969.4
C0505,Sophia Anderson,2022-08-26,Consumer,Direct,Scotland,True,,1135.57
C0506,James Adams,2021-05-25,Consumer,Online,London,False,2021-12-24,2691.35
C0507,Jones Services,2021-07-13,Public Sector,Online,London,True,,47170.54
C0508,Oliver Young,2022-03-27,SMB,Direct,London,True,,43059.34
C0509,Henry Anderson,2022-06-15,SMB,Online,London,False,2022-12-14,12122.76
C0510,Charlotte Davis,2022-07-26,Consumer,Events,London,True,,2456.02
C0511,Lily Clark,2023-02-15,Consumer,Partner,London,True,,1022.29
C0512,George Wilson,2021-11-16,Consumer,Online,London,True,,941.29
C0513,Wright Services,2022-04-20,Public Sector,Referral,London,True,,105842.53
C0514,Isabella Scott,2021-03-05,SMB,Direct,Scotland,True,,23743.04
C0515,Lily Hall,2023-02-20,Consumer,Partner,Scotland,True,,4980.49
C0516,Joseph Nelson,2022-11-15,Consumer,Referral,Scotland,False,2023-10-04,3162.97
C0517,King Group,2022-05-07,Public Sector,Referral,London,True,,84292.96
C0518,Charlotte Miller,2022-08-04,Consumer,Direct,Scotland,True,,3664.87
C0519,Amelia Young,2022-11-05,Consumer,Direct,London,True,,2589.33
C0520,Walker Services,2022-01-05,Public Sector,Direct,Scotland,True,,124523.02
C0521,Lewis Group,2022-02-23,Public Sector,Online,London,True,,97290.99
C0522,King Services,2022-02-05,Enterprise,Referral,London,True,,162976.02
C0523,Daniel Clark,2022-03-28,SMB,Partner,London,True,,43182.39
C0524,Joseph Williams,2021-11-26,SMB,Partner,Scotland,True,,17534.14
C0525,Davis Ltd,2022-02-02,Enterprise,Referral,London,True,,93975.42
C0526,Sophie Green,2022-05-25,SMB,Direct,London,True,,19293.12
C0527,David Lewis,2022-05-01,Consumer,Referral,London,True,,2503.65
C0528,Lee Solutions,2022-09-30,Enterprise,Partner,London,True,,142794.53
C0529,Alexander Jones,2023-03-14,SMB,Direct,London,True,,27635.55
C0530,James Jackson,2022-01-27,SMB,Online,Scotland,True,,47242.76
C0531,Scott Solutions,2022-07-02,Public Sector,Events,London,True,,125949.14
C0532,Smith Partners,2021-12-09,Public Sector,Referral,London,True,,104102.64
C0533,Henry Smith,2021-06-06,SMB,Referral,Scotland,True,,13343.58
C0534,Emma Nelson,2021-11-26,Consumer,Events,Scotland,True,,3500.45
C0535,Grace Williams,2021-03-18,Consumer,Referral,London,True,,1470.63
C0536,Olivia Jones,2021-04-09,Consumer,Referral,London,True,,4259.8
C0537,Miller International,2022-01-23,Enterprise,Referral,Scotland,True,,156537.05
C0538,Taylor International,2021-10-26,Enterprise,Direct,London,True,,133892.16
C0539,Wilson Ltd,2022-03-01,Enterprise,Direct,London,True,,67903.2
C0540,Harris Group,2021-10-09,Public Sector,Direct,Scotland,True,,74784.27
C0541,Johnson Corp,2021-06-06,Enterprise,Referral,London,True,,104174.52
C0542,Scott Group,2022-11-28,Public Sector,Direct,London,True,,101851.5
C0543,William Smith,2022-07-06,SMB,Referral,Scotland,True,,15477.98
C0544,Jessica Adams,2021-08-13,Consumer,Referral,Scotland,True,,3013.95
C0545,Brown Solutions,2022-09-05,Public Sector,Partner,Scotland,True,,140809.17
C0546,William Williams,2023-01-30,SMB,Referral,Scotland,True,,26992.2
C0547,Robinson Ltd,2023-02-28,Enterprise,Direct,London,True,,120362.35
C0548,Davis Solutions,2021-05-25,Enterprise,Referral,London,False,2021-11-20,150590.1
C0549,Mia Clark,2021-12-13,Consumer,Events,Scotland,False,2023-08-27,3066.06
C0550,Lily Moore,2021-11-04,Consumer,Online,Scotland,False,2023-10-24,3641.6
C0551,Thomas Group,2022-05-24,Public Sector,Direct,London,True,,85908.2
C0552,Emily Baker,2022-03-31,SMB,Referral,London,True,,27758.23
C0553,Isabella Smith,2021-05-28,SMB,Partner,London,True,,49948.93
C0554,Brown Solutions,2021-07-04,Enterprise,Referral,Scotland,True,,59706.56
C0555,Benjamin Scott,2021-05-14,SMB,Online,Scotland,True,,33276.74
C0556,Thomas Jones,2022-04-14,Consumer,Online,London,False,2023-01-25,3956.0
C0557,James Miller,2021-02-15,SMB,Direct,Scotland,True,,25305.32
C0558,Davis Corp,2021-04-03,Enterprise,Online,London,True,,149313.98
C0559,Lucy Brown,2023-04-28,SMB,Referral,Scotland,True,,25345.2
C0560,Lily Martin,2022-07-28,SMB,Online,London,True,,15379.53
C0561,Sophie Miller,2022-05-21,SMB,Direct,Scotland,True,,30267.4
C0562,Emma Jones,2022-03-10,SMB,Events,Scotland,True,,43477.37
C0563,Amelia Johnson,2022-02-18,Consumer,Direct,Scotland,False,2023-02-02,3475.58
C0564,Jack Allen,2023-02-10,Consumer,Events,London,True,,4385.16
C0565,Robinson Group,2022-07-08,Public Sector,Referral,Scotland,True,,126999.19
C0566,Olivia Davis,2022-07-20,Consumer,Referral,London,True,,2736.28
C0567,Oliver King,2022-03-21,Consumer,Partner,London,False,2023-03-30,4298.84
C0568,Daniel Green,2022-11-22,SMB,Online,London,True,,21996.36
C0569,Samuel King,2022-03-01,SMB,Referral,London,True,,30648.96
C0570,Lucy Robinson,2021-11-21,SMB,Online,Scotland,False,2022-07-14,39064.6
C0571,David Nelson,2022-08-14,SMB,Direct,London,True,,12577.1
C0572,Henry Smith,2021-11-24,SMB,Partner,Scotland,True,,19823.46
C0573,Emily Lewis,2021-11-14,SMB,Online,London,True,,17039.41
C0574,Williams Partners,2022-07-24,Public Sector,Online,London,True,,143179.46
C0575,Thomas Partners,2023-05-26,Enterprise,Direct,Scotland,True,,170876.24
C0576,Johnson International,2021-10-24,Public Sector,Direct,London,True,,94016.4
C0577,Taylor Ltd,2021-10-20,Enterprise,Online,London,True,,146809.64
C0578,Jackson Corp,2021-04-04,Enterprise,Online,Scotland,True,,145842.36
C0579,Nelson Corp,2023-03-28,Public Sector,Online,London,True,,66106.58
C0580,Samuel Martin,2021-10-18,Consumer,Referral,Scotland,False,2022-02-07,4051.93
C0581,David Brown,2021-10-16,Consumer,Events,London,True,,4209.8
C0582,Emma Young,2022-11-20,SMB,Referral,Scotland,True,,35663.7
C0583,Daniel King,2023-03-06,Consumer,Direct,London,True,,4863.49
C0584,Thomas Miller,2022-10-19,Consumer,Partner,Scotland,True,,3593.6
C0585,Lucy Lewis,2021-12-25,Consumer,Direct,London,True,,3411.98
C0586,Anderson Solutions,2022-09-12,Public Sector,Events,London,True,,40687.35
C0587,Brown Services,2022-02-24,Public Sector,Direct,Scotland,True,,115627.65
C0588,Baker Corp,2021-09-07,Public Sector,Partner,London,True,,117204.97
C0589,Williams Ltd,2022-01-06,Enterprise,Partner,London,True,,120332.24
C0590,Lewis Ltd,2021-11-23,Public Sector,Referral,London,True,,36253.51
C0591,James Anderson,2022-03-17,SMB,Referral,Scotland,True,,30181.68
C0592,Lee Solutions,2021-08-28,Public Sector,Online,London,True,,40757.76
C0593,Daniel Thomas,2021-07-28,SMB,Referral,London,False,2023-09-20,27431.01
C0594,Johnson International,2023-05-26,Public Sector,Partner,London,True,,61226.88
C0595,Lily Brown,2021-03-15,SMB,Events,Scotland,True,,43833.53
C0596,Adams Services,2021-08-24,Enterprise,Direct,Scotland,True,,137532.11
C0597,James Taylor,2021-04-22,SMB,Online,London,True,,37252.49
C0598,Thomas Walker,2021-04-30,SMB,Online,Scotland,True,,36320.25
C0599,Jones Services,2022-09-06,Enterprise,Online,London,True,,179491.83
C0600,Mia Scott,2023-01-07,SMB,Partner,Scotland,False,2023-05-23,44620.62
C0601,Martin Corp,2023-04-06,Enterprise,Partner,London,True,,185560.14
C0602,Chloe Martin,2021-10-21,SMB,Direct,London,True,,13608.89
C0603,Lucy Harris,2021-05-12,SMB,Direct,Scotland,True,,31091.15
C0604,Lewis Group,2021-12-14,Enterprise,Online,London,True,,187595.3
C0605,Matthew Clark,2022-10-19,SMB,Referral,London,True,,10650.75
C0606,Hannah Lee,2021-03-20,SMB,Partner,Scotland,True,,40294.17
C0607,Olivia Lewis,2021-08-12,Consumer,Referral,Scotland,True,,580.62
C0608,Taylor Holdings,2021-09-30,Enterprise,Online,London,True,,153599.34
C0609,Henry Hall,2021-04-25,Consumer,Partner,London,True,,620.67
C0610,Brown Solutions,2021-10-24,Enterprise,Direct,Scotland,True,,185362.3
C0611,Harry Johnson,2022-05-26,SMB,Online,London,False,2023-09-10,23354.0
C0612,Harris International,2022-08-30,Public Sector,Partner,Scotland,True,,57828.69
C0613,Lee Partners,2021-09-09,Enterprise,Online,London,True,,53121.04
C0614,Baker International,2021-11-27,Enterprise,Referral,London,True,,69673.79
C0615,Sophie Miller,2022-01-24,Consumer,Events,Scotland,True,,3298.29
C0616,Lily Taylor,2022-04-30,Consumer,Online,London,True,,1556.24
C0617,Green Group,2021-12-08,Public Sector,Referral,London,True,,70528.17
C0618,Sophie King,2022-08-22,SMB,Online,London,True,,44947.83
C0619,Green Group,2022-05-31,Enterprise,Direct,Scotland,False,2022-10-15,173541.53
C0620,Harris Group,2021-09-25,Enterprise,Direct,London,True,,73144.36
C0621,Isabella Williams,2021-02-10,Consumer,Direct,London,True,,1697.07
C0622,Joseph Lee,2022-10-09,SMB,Online,London,True,,48073.62
C0623,George Thomas,2022-09-11,Consumer,Events,London,True,,2307.43
C0624,Olivia Jackson,2021-09-30,SMB,Referral,London,True,,45431.31
C0625,Young Services,2022-07-04,Public Sector,Online,London,True,,136509.57
C0626,Oliver Johnson,2022-05-31,Consumer,Referral,London,True,,2918.45
C0627,George Scott,2022-04-03,Consumer,Partner,London,False,2023-11-06,3360.58
C0628,Amelia Anderson,2023-03-31,Consumer,Direct,Scotland,True,,3321.45
C0629,Green Services,2021-12-02,Enterprise,Online,London,True,,102550.57
C0630,Alexander Davis,2022-12-13,Consumer,Online,Scotland,True,,4202.79
C0631,Clark Partners,2022-01-29,Enterprise,Online,Scotland,True,,180802.22
C0632,Jack Jones,2022-01-21,Consumer,Events,Scotland,True,,4856.14
C0633,Sophia Walker,2021-03-27,SMB,Online,London,False,2022-05-09,44092.71
C0634,Jessica Jones,2022-04-01,Consumer,Direct,London,True,,1139.63
C0635,Moore Group,2021-09-24,Enterprise,Partner,Scotland,True,,180563.98
C0636,Matthew Jones,2022-06-06,Consumer,Online,Scotland,True,,2771.44
C0637,Mia Adams,2021-09-24,SMB,Referral,Scotland,True,,25815.89
C0638,Green Corp,2022-03-02,Public Sector,Partner,Scotland,True,,97325.32
C0639,Lily Clark,2022-03-28,Consumer,Direct,Scotland,False,2023-10-23,4535.89
C0640,Jackson Ltd,2021-06-19,Enterprise,Direct,Scotland,True,,123720.96
C0641,Grace Miller,2022-12-30,SMB,Direct,London,True,,21414.07
C0642,Joseph Thomas,2023-04-03,Consumer,Direct,Scotland,True,,1660.7
C0643,Brown Corp,2022-05-10,Public Sector,Direct,London,True,,37275.84
C0644,Emily Brown,2022-01-12,SMB,Online,London,True,,19852.64
C0645,Amelia Lewis,2021-09-16,Consumer,Referral,London,True,,4933.89
C0646,James Johnson,2022-06-08,SMB,Referral,Scotland,True,,47340.27
C0647,Emma Miller,2021-11-10,Consumer,Partner,London,True,,3826.32
C0648,Chloe Clark,2021-10-15,SMB,Referral,London,True,,48296.69
C0649,George Davis,2023-01-11,Consumer,Referral,London,True,,2569.1
C0650,Martin International,2021-01-08,Enterprise,Online,Scotland,True,,164369.79
C0651,Amelia Baker,2021-03-10,Consumer,Online,London,True,,2193.69
C0652,Matthew Anderson,2023-05-23,SMB,Partner,Scotland,True,,37222.17
C0653,Smith Services,2021-03-12,Enterprise,Partner,Scotland,True,,197639.53
C0654,Walker Solutions,2021-06-07,Enterprise,Referral,London,True,,59804.09
C0655,King Corp,2021-07-29,Enterprise,Referral,London,True,,152102.05
C0656,Martin Corp,2022-09-16,Enterprise,Referral,Scotland,True,,68257.65
C0657,Jessica Smith,2022-02-06,SMB,Online,London,True,,49610.59
C0658,James Harris,2022-06-29,Consumer,Events,Scotland,False,2023-07-06,2443.77
C0659,Chloe Walker,2023-03-11,Consumer,Direct,London,False,2023-11-24,2473.38
C0660,Jack Johnson,2021-07-21,Consumer,Direct,London,True,,1856.62
C0661,Wilson Ltd,2022-07-27,Enterprise,Online,London,True,,118011.69
C0662,Alexander Davis,2023-06-26,SMB,Online,London,False,2023-08-12,14320.26
C0663,Chloe Lee,2021-08-31,Consumer,Partner,Scotland,False,2021-11-14,1336.66
C0664,Moore Ltd,2022-02-17,Enterprise,Referral,London,True,,127652.09
C0665,Young Services,2022-07-07,Enterprise,Direct,Scotland,True,,167789.57
C0666,Chloe Taylor,2022-04-07,Consumer,Online,Scotland,False,2023-08-15,2384.13
C0667,Scott Holdings,2022-12-20,Public Sector,Events,London,True,,126872.56
C0668,Jack Davis,2021-02-14,SMB,Partner,London,True,,35253.38
C0669,Sophie Lewis,2022-02-24,SMB,Events,London,True,,19838.57
C0670,Lee Services,2022-09-11,Enterprise,Referral,London,True,,105446.1
C0671,Adams Solutions,2022-02-13,Enterprise,Online,Scotland,True,,169234.72
C0672,Jessica Jones,2021-07-19,SMB,Referral,London,False,2023-11-10,23107.22
C0673,Jessica Allen,2022-01-11,SMB,Direct,London,True,,34595.46
C0674,Daniel King,2022-06-26,SMB,Partner,Scotland,True,,29331.88
C0675,Jack Hall,2023-03-03,SMB,Online,Scotland,True,,19375.38
C0676,Mia Robinson,2021-08-07,SMB,Referral,London,True,,11645.72
C0677,Jack Wilson,2022-04-16,SMB,Online,London,False,2022-08-08,20625.0
C0678,Amelia Johnson,2021-08-26,SMB,Online,London,True,,31841.04
C0679,William Hall,2023-02-25,Consumer,Referral,Scotland,True,,3885.73
C0680,Robinson Ltd,2022-12-21,Public Sector,Direct,London,True,,86640.48
C0681,Jessica Lewis,2021-10-07,Consumer,Direct,London,True,,3909.3
C0682,Jack Hall,2021-06-29,SMB,Partner,London,True,,32337.87
C0683,Harry Scott,2021-02-25,Consumer,Direct,Scotland,True,,4003.9
C0684,Harry Davis,2022-04-13,SMB,Direct,Scotland,False,2023-06-12,47947.71
C0685,Lewis Solutions,2022-11-12,Enterprise,Direct,London,True,,54808.87
C0686,Sophie Nelson,2021-09-25,SMB,Direct,London,False,2022-02-15,26434.45
C0687,Taylor Partners,2022-06-14,Enterprise,Referral,Scotland,True,,172684.42
C0688,Jones International,2021-09-26,Enterprise,Online,London,True,,59595.51
C0689,Jack Moore,2022-08-19,Consumer,Online,Scotland,True,,3651.42
C0690,Jack Jackson,2021-04-12,SMB,Online,Scotland,False,2022-12-15,46433.32
C0691,Nelson International,2022-03-04,Enterprise,Online,London,True,,111691.72
C0692,Davis Ltd,2022-04-29,Enterprise,Referral,Scotland,False,2023-09-13,119325.12
C0693,George Allen,2022-09-12,SMB,Online,Scotland,True,,39947.04
C0694,Lewis Partners,2023-06-06,Enterprise,Online,London,True,,75268.01
C0695,Young Group,2021-09-14,Enterprise,Referral,London,True,,108592.76
C0696,Williams Ltd,2022-11-16,Enterprise,Direct,Scotland,True,,113252.41
C0697,Isabella Wright,2021-06-12,SMB,Direct,Scotland,True,,16681.89
C0698,Brown Services,2021-08-19,Enterprise,Referral,London,True,,82067.0
C0699,Young Holdings,2022-11-17,Enterprise,Referral,London,True,,56590.84
C0700,Sophia Walker,2022-09-05,SMB,Partner,London,True,,22974.17
C0701,Sophie Allen,2021-05-10,SMB,Events,Scotland,True,,29285.22
C0702,Mia Smith,2022-04-30,Consumer,Online,London,True,,3273.57
C0703,William Jackson,2022-07-30,SMB,Online,Scotland,False,2023-12-14,18175.41
C0704,Olivia Young,2022-12-02,Consumer,Events,London,True,,4157.2
C0705,Jessica Allen,2021-04-14,SMB,Online,London,True,,37851.12
C0706,Johnson Solutions,2022-06-09,Public Sector,Online,London,True,,142592.94
C0707,Miller Services,2021-10-10,Enterprise,Online,Scotland,True,,86738.74
C0708,Daniel Walker,2022-12-16,SMB,Referral,London,True,,39397.12
C0709,Chloe Lewis,2021-09-11,Consumer,Partner,London,True,,1187.59
C0710,Lily Davis,2022-10-29,SMB,Online,London,True,,16188.98
C0711,Moore Partners,2021-06-25,Enterprise,Online,Scotland,True,,123432.67
C0712,Lucy Scott,2022-05-25,Consumer,Referral,London,True,,3750.1
C0713,Emma Nelson,2022-02-17,SMB,Online,Scotland,True,,42525.06
C0714,Chloe Robinson,2021-08-15,Consumer,Online,Scotland,True,,4783.0
C0715,Martin Solutions,2022-04-28,Enterprise,Partner,Scotland,True,,174462.43
C0716,Hannah Hall,2022-02-12,SMB,Events,Scotland,True,,13554.94
C0717,Isabella Baker,2022-10-20,Consumer,Referral,London,False,2023-12-20,2712.75
